release_date,title,location,s1release_date,genre,imdb,rottentomato,ranking,season
16-Sep-22, Fate: The Winx Saga , Italy , 01/22/2021 , Fantasy ,6.8,45,23519,season 2 
15-Sep-22, Terim , Turkey , 09/15/2022 , Documentary ,6.7,,192,season 1 
14-Sep-22, Sins of Our Mother , United States , 09/14/2022 , Documentary ,7,100,808,season 1 
14-Sep-22," El Rey, Vicente Fernández ", Colombia , 09/14/2022 , Drama ,7.3,66,4504,season 1 
14-Sep-22, Heartbreak High , Australia , 09/14/2022 , Drama ,7.7,100,3867,season 1 
13-Sep-22, Cyberpunk: Edgerunners , Japan , 09/13/2022 , Animation ,8.3,100,1235,season 1 
12-Sep-22," Ada Twist, Scientist ", United States , 09/28/2021 , Animation ,7.4,,,season 3 
9-Sep-22, Narco-Saints , South Korea , 09/09/2022 , Crime ,7.3,,6647,season 1 
9-Sep-22, Cobra Kai , United States , 05/02/2018 , Action ,8.5,94,41951,season 5 
8-Sep-22, Who Likes My Follower? , United States , 09/08/2022 , Reality-Show ,5.1,,26,season 1 
8-Sep-22, The Imperfects , United States , 09/08/2022 , Science Fiction ,6.4,,3702,season 1 
7-Sep-22, Indian Predator: The Diary of a Serial Killer , India , 09/07/2022 , Documentary ,6.3,,106,
7-Sep-22, Diary of a Gigolo , United States , 09/07/2022 , Drama ,6.4,,7523,season 1 
7-Sep-22, Chef's Table: Pizza , United States , 09/07/2022 , Documentary ,7.2,,59,season 1 
6-Sep-22, Bee and PuppyCat , United States , 11/06/2014 , Animation ,8.2,,,season 2 
5-Sep-22, Karate Sheep , United States , 09/05/2022 , Animation ,8,,,
5-Sep-22, Once Upon a Small Town , South Korea , 09/05/2022 , Comedy ,7,,752,season 1 
3-Sep-22, Little Women , South Korea , 09/03/2022 , Mystery ,7.8,,9612,season 1 
2-Sep-22, Buy My House , United States , 09/02/2022 , Reality-Show ,5.8,,27,season 1 
2-Sep-22, Dated and Related , United Kingdom , 09/02/2022 , Reality-Show ,4.5,,2751,season 1 
2-Sep-22, Devil in Ohio , United States , 09/02/2022 , Crime ,5.9,53,7847,season 1 
2-Sep-22, You're Nothing Special , Spain , 09/02/2022 , Comedy ,5.6,,79,season 1 
1-Sep-22, Fakes , Canada , 09/01/2022 , Comedy ,6.4,,4483,season 1 
1-Sep-22, Off the Hook , France , 09/01/2022 , Comedy ,6.4,,72,season 1 
1-Sep-22, Samurai Rabbit: The Usagi Chronicles , United States , 04/28/2022 , Animation ,6.5,,463,season 2 
31-Aug-22, Club América vs. Club América , Mexico , 08/31/2022 , Documentary ,7.8,,40,season 1 
30-Aug-22, I Am a Killer , United Kingdom , 05/29/2018 , Documentary ,7.4,82,1474,season 3 
29-Aug-22, Mighty Express , United States , 09/22/2020 , Animation ,3.9,,638,season 7 
26-Aug-22, Ludik , South Africa , 08/26/2022 , Crime ,5.6,,376,season 1 
26-Aug-22, Drive Hard: The Maloof Way , United States , 08/26/2022 , Reality-Show ,6,,,season 1 
26-Aug-22, Partner Track , United States , 08/26/2022 , Drama ,6.7,62,5806,season 1 
25-Aug-22, A Kidnapping Scandal: The Florence Cassez Affair , Mexico , 08/25/2022 , Documentary ,7,,102,
25-Aug-22, History 101 , United Kingdom , 05/22/2020 , Documentary ,6.8,,1930,season 2 
24-Aug-22, Queer Eye: Brazil , Brazil , 08/24/2022 , Reality-Show ,7.2,,,season 1 
24-Aug-22, Mo , United States , 08/24/2022 , Comedy ,7.6,100,919,season 1 
24-Aug-22, Lost Ollie , United States , 08/24/2022 , Animation ,7.8,,,season 1 
24-Aug-22, Selling The OC , United States , 08/24/2022 , Reality-Show ,5.5,,1360,season 1 
23-Aug-22, Chad and JT Go Deep , United States , 08/23/2022 , Comedy ,7.2,,,season 1 
19-Aug-22, Echoes , United States , 08/19/2022 , Mystery ,5.9,23,8869,season 1 
19-Aug-22, Kleo , Germany , 08/19/2022 , Mystery ,7.5,,2400,season 1 
19-Aug-22, The Girl in the Mirror , Spain , 08/19/2022 , Drama ,6.2,,452,season 1 
19-Aug-22, The Cuphead Show! , United States , 02/18/2022 , Animation ,7.4,87,2270,season 2 
18-Aug-22, Tekken: Bloodline , United States , 08/18/2022 , Animation ,6.6,,334,season 1 
18-Aug-22, He-Man and the Masters of the Universe , United States , 09/16/2021 , Animation ,5.8,59,26,season 3 
17-Aug-22, High Heat , Mexico , 08/17/2022 , Crime ,6.2,,9877,season 1 
17-Aug-22, Unsuspicious , Brazil , 08/17/2022 , Crime ,5,,7,
15-Aug-22, Deepa & Anoop , United States , 08/15/2022 , Animation ,8.1,,,season 1 
12-Aug-22, A Model Family , South Korea , 08/12/2022 , Crime ,6.6,,1025,season 1 
12-Aug-22, Never Have I Ever , United States , 04/27/2020 , Comedy ,7.8,93,25880,season 3 
11-Aug-22, DOTA: Dragon's Blood , United States , 03/25/2021 , Animation ,7.8,,1960,season 3 
10-Aug-22, Iron Chef Brazil , Brazil , 08/10/2022 , Reality-Show ,7.3,,11,season 1 
10-Aug-22, Instant Dream Home , United States , 08/10/2022 , Reality-Show ,6.4,,882,season 1 
10-Aug-22, School Tales the Series , Thailand , 08/10/2022 , Horror ,5.3,,370,season 1 
10-Aug-22, Indian Matchmaking , United States , 07/16/2020 , Reality-Show ,6.3,38,2980,season 2 
10-Aug-22, Locke & Key , Canada , 02/07/2020 , Superhero ,7.3,68,12800,season 3 
9-Aug-22, I Just Killed My Dad , United States , 08/09/2022 , Documentary ,6.7,100,1033,
5-Aug-22, The Sandman , United States , 08/05/2022 , Superhero ,7.7,87,23026,season 1 
5-Aug-22, The Sandman , United States , 08/05/2022 , Superhero ,7.7,87,23026,
4-Aug-22, Lady Tamara , Spain , 08/04/2022 , Reality-Show ,4.4,,55,season 1 
4-Aug-22, Kakegurui Twin , Japan , 08/04/2022 , Animation ,6.6,,8,season 1 
3-Aug-22," Bom Dia, Verônica ", Brazil , 10/01/2020 , Crime ,7.5,,766,season 2 
29-Jul-22, Justice Served , South Africa , 07/29/2022 , Crime ,5.1,,532,season 1 
29-Jul-22, Fanático , Spain , 07/29/2022 , Drama ,5.1,,,season 1 
29-Jul-22, Uncoupled , United States , 07/29/2022 , Comedy ,7,73,2922,season 1 
29-Jul-22, Masaba Masaba , India , 08/28/2020 , Comedy ,6.7,,1318,season 2 
28-Jul-22, Zeytin Ağacı , Turkey , 07/28/2022 , Drama ,6.4,,6250,season 1 
28-Jul-22, Keep Breathing , United States , 07/28/2022 , Mystery ,5.3,53,8389,season 1 
27-Jul-22, The Most Hated Man on the Internet , United States , 07/27/2022 , Documentary ,6.8,86,1933,season 1 
27-Jul-22, Rebelde , Mexico , 01/05/2022 , Comedy ,6.4,,2865,season 2 
27-Jul-22, Dream Home Makeover , United States , 10/16/2020 , Reality-Show ,5.7,,1020,season 3 
27-Jul-22, Car Masters: Rust to Riches , United States , 09/14/2018 , Reality-Show ,8.4,,1641,season 4 
25-Jul-22, Gabby's Dollhouse , United States , 01/05/2021 , Animation ,7.2,,5479,season 5 
22-Jul-22, Blown Away , Canada , 07/12/2019 , Reality-Show ,7.2,27,275,season 3 
21-Jul-22, Jurassic World: Camp Cretaceous , United States , 09/17/2020 , Animation ,7.5,92,16375,season 5 
20-Jul-22, Indian Predator: The Butcher of Delhi , India , 07/20/2022 , Documentary ,6,,382,
20-Jul-22, Virgin River , United States , 12/06/2019 , Drama ,7.4,82,33036,season 4 
15-Jul-22," Mom, Don't Do That! ", Taiwan , 07/15/2022 , Comedy ,6.1,,475,season 1 
15-Jul-22, Country Queen , Kenya , 07/15/2022 , Drama ,5.5,,318,season 1 
15-Jul-22, Remarriage & Desires , South Korea , 07/15/2022 , Drama ,7.3,,2627,season 1 
15-Jul-22, Farzar , United States , 07/15/2022 , Animation ,5.6,,114,season 1 
14-Jul-22, Kung Fu Panda: The Dragon Knight , United States , 07/14/2022 , Animation ,6,,3616,season 1 
14-Jul-22, Resident Evil , United States , 07/14/2022 , Horror ,4.1,54,10370,season 1 
14-Jul-22, Fauda , Israel , 02/15/2015 , Action ,8.3,100,4737,season 4 
13-Jul-22, Hurts Like Hell , Thailand , 07/13/2022 , Documentary ,7.4,,28,season 1 
13-Jul-22, D.B. Cooper: Where Are You?! , United States , 07/13/2022 , Documentary ,5.4,,757,season 1 
13-Jul-22, Sintonia , Brazil , 08/09/2019 , Drama ,6.7,,459,season 3 
12-Jul-22, How to Change Your Mind , United States , 07/12/2022 , Documentary ,7.9,100,583,season 1 
10-Jul-22, Tuca & Bertie , United States , 05/03/2019 , Animation ,7.4,99,76,season 3 
8-Jul-22, The Longest Night , Spain , 07/08/2022 , Crime ,5.9,100,3023,season 1 
8-Jul-22, How To Build a Sex Room , United States , 07/08/2022 , Reality-Show ,6.9,,265,
8-Jul-22," Boo, Bitch ", United States , 07/08/2022 , Comedy ,5.9,,2631,season 1 
7-Jul-22, Karma’s World , United States , 10/15/2021 , Animation ,7.3,,21,season 3 
6-Jul-22, Uncle From Another World , Japan , 07/06/2022 , Animation ,7.3,,220,season 1 
6-Jul-22, King of Stonks , Germany , 07/06/2022 , Drama ,6.7,80,77,season 1 
6-Jul-22, Control Z , Mexico , 05/22/2020 , Drama ,6.8,64,6414,season 3 
30-Jun-22," BASTARD‼ -Heavy Metal, Dark Fantasy- ", Japan , 06/30/2022 , Animation ,6.5,,615,
29-Jun-22, Extraordinary Attorney Woo , South Korea , 06/29/2022 , Drama ,8.6,100,24602,season 1 
29-Jun-22, Pirate Gold of Adak Island , United States , 06/29/2022 , Documentary ,4.7,36,865,season 1 
29-Jun-22, The Upshaws , United States , 05/12/2021 , Comedy ,6.9,84,1174,season 2 
24-Jun-22, Man Vs Bee , United Kingdom , 06/24/2022 , Comedy ,6.7,71,7163,season 1 
23-Jun-22, First Class , Spain , 06/23/2022 , Reality-Show ,2.6,,,season 1 
22-Jun-22, Snowflake Mountain , United Kingdom , 06/22/2022 , Reality-Show ,5.5,,1317,
22-Jun-22, The Umbrella Academy , United States , 02/15/2019 , Superhero ,7.9,85,40924,season 3 
22-Jun-22, The Umbrella Academy , United States , 02/15/2019 , Superhero ,7.9,85,40924,season 4 
21-Jun-22, The Future Of , United States , 06/21/2022 , Documentary ,5.4,,,season 1 
18-Jun-22, Alchemy of Souls , South Korea , 06/18/2022 , Fantasy ,8.8,,22791,season 1 
18-Jun-22, Spriggan , Japan , 06/18/2022 , Animation ,6.8,,221,season 1 
17-Jun-22, She , India , 03/20/2020 , Crime ,6.4,,2709,season 2 
16-Jun-22, Dead End: Paranormal Park , United Kingdom , 06/16/2022 , Animation ,6.9,,12,season 1 
16-Jun-22, Kärlek & Anarki , Sweden , 11/04/2020 , Drama ,7.4,100,2339,season 2 
15-Jun-22, The Royal Hunt of the Sun , United States , 10/05/1969 , Documentary ,6.1,,,season 1 
15-Jun-22, Maldivas , Brazil , 06/15/2022 , Comedy ,5.7,,170,season 1 
15-Jun-22, God's Favorite Idiot , United States , 06/15/2022 , Comedy ,5.7,33,2034,season 1 
15-Jun-22, Iron Chef: Quest for an Iron Legend , United States , 06/15/2022 , Reality-Show ,7.1,57,1213,season 1 
13-Jun-22, Charlie's Colorforms City , United States , 03/22/2019 , Animation ,6.6,,,season 3 
10-Jun-22, Intimidad , Spain , 06/10/2022 , Drama ,6.8,,5322,season 1 
10-Jun-22, First Kill , United States , 06/10/2022 , Fantasy ,6.5,61,7680,season 1 
9-Jun-22, Rhythm + Flow: France , France , 06/09/2022 , Reality-Show ,6.3,,782,
8-Jun-22, Keep Sweet: Pray and Obey , United States , 06/08/2022 , Documentary ,7.3,91,3556,season 1 
8-Jun-22, Baby Fever , Denmark , 06/08/2022 , Drama ,6.5,,375,season 1 
6-Jun-22, Action Pack , United States , 01/04/2022 , Animation ,6.5,,325,season 2 
3-Jun-22, Surviving Summer , Germany , 06/03/2022 , Drama ,6.5,,3438,season 1 
3-Jun-22, As The Crow Flies , Turkey , 06/03/2022 , Drama ,6.3,,3726,
3-Jun-22, Floor is Lava , United States , 06/19/2020 , Reality-Show ,5.3,50,6050,season 2 
27-May-22, Stranger Things , United States , 07/15/2016 , Mystery ,8.7,92,64044,season 4 
27-May-22, Stranger Things , United States , 07/15/2016 , Mystery ,8.7,92,64044,season 5 
26-May-22, My Little Pony: Make Your Mark , United States , 05/26/2022 , Animation ,6,,301,
25-May-22, Somebody Feed Phil , United States , 01/12/2018 , Documentary ,8.3,80,49,season 5 
24-May-22, Yo! MTV Raps , United States , 03/16/2019 , Reality-Show , ,,,season 1 
23-May-22, Sea of Love , Thailand , 05/23/2022 , Animation ,8.6,100,,season 1 
23-May-22, Ghost in the Shell: SAC_2045 , Japan , 04/23/2020 , Animation ,6.3,,177,season 2 
20-May-22," Love, Death & Robots ", United States , 03/15/2019 , Animation ,8.4,85,7341,season 3 
20-May-22, My Next Guest Needs No Introduction With David Letterman , United States , 01/12/2018 , Talk Show ,7.8,63,256,season 4 
19-May-22, The Boss Baby: Back in the Crib , United States , 05/19/2022 , Animation ,5.9,,3246,season 1 
19-May-22, The G Word with Adam Conover , United States , 05/19/2022 , Documentary ,6.6,100,,season 1 
18-May-22, Love on the Spectrum U.S. , United States , 05/18/2022 , Documentary ,8.2,,695,season 1 
18-May-22, Who Killed Sara? , Mexico , 03/24/2021 , Crime ,6.4,41,37208,season 3 
17-May-22, The Future Diary , Japan , 12/14/2021 , Reality-Show ,7.1,,,season 2 
16-May-22, Vampire in the Garden , Japan , 05/16/2022 , Animation ,6.7,83,,season 1 
13-May-22, Erşan Kuneri , Turkey , 05/13/2022 , Comedy ,6.6,,870,season 1 
13-May-22, The Lincoln Lawyer , United States , 05/13/2022 , Drama ,7.7,79,19521,season 1 
13-May-22, Bling Empire , United States , 01/15/2021 , Reality-Show ,5.8,,5671,season 2 
12-May-22, Savage Beauty , South Africa , 05/12/2022 , Drama ,5.6,,1544,season 1 
11-May-22, 42 Days of Darkness , Chile , 05/11/2022 , Crime ,6.5,80,364,season 1 
11-May-22, Glow Up: Britain's Next Make-Up Star , United Kingdom , 03/05/2019 , Reality-Show ,6.9,,2894,season 4 
6-May-22, The Sound of Magic , South Korea , 05/06/2022 , Drama ,7.6,100,3000,
6-May-22, Welcome to Eden , Spain , 05/06/2022 , Science Fiction ,5.6,,17044,season 1 
5-May-22, Blood Sisters , Nigeria , 05/05/2022 , Crime ,5.5,,1392,
5-May-22, Wild Babies , United States , 05/05/2022 , Documentary ,7.7,,69,
5-May-22, The Pentaverate , United States , 05/05/2022 , Comedy ,6.1,28,60,season 1 
5-May-22, Clark , Sweden , 05/05/2022 , Crime ,7.4,82,2061,season 1 
4-May-22, Meltdown: Three Mile Island , United States , 05/04/2022 , Documentary ,6.8,100,297,season 1 
4-May-22, Summertime , Italy , 04/29/2020 , Drama ,6.1,89,2774,season 3 
4-May-22, The Circle , United States ,     Netflix , Relationship ,7.2,60,10757,season 4 
4-May-22, El marginal , Argentina , 06/02/2016 , Crime ,8.2,,1292,season 5 
28-Apr-22, The 7 Lives of Lea , France , 04/28/2022 , Drama ,7.5,82,1217,
28-Apr-22, Samurai Rabbit: The Usagi Chronicles , United States , 04/28/2022 , Animation ,6.5,,463,season 1 
27-Apr-22, Bullsh*t the Game Show , United States , 04/27/2022 , Quiz Show ,6.2,,1503,season 1 
26-Apr-22, Matt Wright's Wild Territory , Australia , 04/26/2022 , Documentary ,8,,448,season 1 
25-Apr-22, Bling Ring: Hollywood Heist , United Kingdom , 04/25/2022 , Documentary ,5.8,50,373,season 1 
22-Apr-22, Heartstopper , United Kingdom , 04/22/2022 , Drama ,8.7,100,3018,season 1 
22-Apr-22, Hold Tight , Poland , 04/22/2022 , Crime ,6.2,26,2124,season 1 
22-Apr-22, Selling Sunset , United States , 03/22/2019 , Reality-Show ,6.5,68,10347,season 5 
21-Apr-22, To the Lake , Russia , 11/14/2019 , Science Fiction ,7.2,100,5664,season 2 
20-Apr-22, The Marked Heart , Colombia , 04/20/2022 , Mystery ,6.5,50,24176,
20-Apr-22, Conversations with a Killer: The John Wayne Gacy Tapes , United States , 04/20/2022 , Documentary ,7.1,,2030,season 1 
20-Apr-22, Yakamoz S-245 , United States , 04/20/2022 , Drama ,6.1,54,1989,season 1 
20-Apr-22, Russian Doll , United States , 02/01/2019 , Comedy ,7.8,97,233,season 2 
19-Apr-22, Pacific Rim: The Black , United States , 03/04/2021 , Animation ,7.1,71,341,season 2 
19-Apr-22, The Casketeers , New Zealand , 12/21/2018 , Documentary ,7.5,,,season 5 
15-Apr-22, Heirs to the Land , Spain , 04/15/2022 , History ,7.1,,1603,season 1 
15-Apr-22, Anatomy of a Scandal , United States , 04/15/2022 , Drama ,7,58,11621,season 1 
14-Apr-22, Ultraman , Japan , 04/01/2019 , Animation ,6.8,69,16,season 2 
13-Apr-22, A Sogra Que Te Pariu , Brazil , 04/13/2022 , Comedy ,4.6,,310,season 1 
13-Apr-22, Our Great National Parks , United States , 04/13/2022 , Documentary ,8.1,100,1245,season 1 
13-Apr-22, Almost Happy , Argentina , 05/01/2020 , Comedy ,6.9,,284,season 2 
12-Apr-22, The Creature Cases , United States , 04/12/2022 , Animation ,7.3,,1542,season 1 
12-Apr-22, Hard Cell , United Kingdom , 04/12/2022 , Comedy ,6.4,20,28,season 1 
9-Apr-22, Our Blues , South Korea , 04/09/2022 , Drama ,8.6,,5420,season 1 
8-Apr-22, Dirty Lines , Netherlands , 04/08/2022 , Drama ,7.4,100,299,season 1 
8-Apr-22, Green Eggs and Ham , United Kingdom , 11/08/2019 , Animation ,8.2,90,117,season 2 
8-Apr-22, Elite , Spain , 10/05/2018 , Crime ,7.3,93,36641,season 5 
7-Apr-22, Senzo: Murder of a Soccer Star , South Korea , 04/07/2022 , Documentary ,5.4,,124,season 1 
6-Apr-22, Green Mothers' Club , South Korea , 04/06/2022 , Drama ,7,,826,
6-Apr-22, Jimmy Savile: A British Horror Story , United States , 04/06/2022 , Documentary ,6.7,86,1608,
6-Apr-22, The Ultimatum: Marry or Move On , United States , 04/06/2022 , Reality-Show ,5.5,,7050,season 1 
5-Apr-22, Cased Closed: Zero's Tea Time , Japan , 04/05/2022 , Animation ,6.3,,1,
1-Apr-22, Trivia Quest , United States , 04/01/2022 , Quiz Show ,5.7,57,,season 1 
1-Apr-22, Tomorrow , South Korea , 04/01/2022 , Action ,7.9,35,5537,season 1 
1-Apr-22, Get Organized with The Home Edit , United States , 09/09/2020 , Reality-Show ,5.5,,2939,season 2 
31-Mar-22, Super PupZ , Canada , 03/31/2022 , Comedy ,6.1,,1491,season 1 
30-Mar-22, Wild Abandon , Turkey , 03/30/2022 , Drama ,7.1,,317,season 1 
29-Mar-22, Wrong Side of the Tracks , Spain , 02/01/2022 , Drama ,6.9,,15521,season 2 
29-Mar-22, Johnny Hallyday: Beyond Rock , France , 03/29/2022 , Documentary ,7.2,,77,
29-Mar-22, Mighty Express , United States , 09/22/2020 , Animation ,3.9,,638,season 6 
28-Mar-22, Thermae Romae Novae , Japan , 03/28/2022 , Animation ,7,,49,season 1 
25-Mar-22, Transformers: BotBots , United States , 03/25/2022 , Animation ,7.1,,,season 1 
25-Mar-22, 800 metros , Spain , 03/25/2022 , Documentary ,7,,51,season 1 
25-Mar-22, Bridgerton , United States , 12/25/2020 , History ,7.4,82,71902,season 2 
25-Mar-22, Bridgerton , United States , 12/25/2020 , History ,7.4,82,71902,season 3 
22-Mar-22, The Principles of Pleasure , United States , 03/22/2022 , Documentary ,5.9,,248,season 1 
18-Mar-22, Eternally Confused and Eager for Love , India , 03/18/2022 , Comedy ,6.7,63,315,season 1 
18-Mar-22, Cracow Monsters , Poland , 03/18/2022 , Fantasy ,5.5,,857,season 1 
18-Mar-22, Is It Cake? , United States , 03/18/2022 , Reality-Show ,5.8,,7406,season 1 
18-Mar-22, Top Boy , United Kingdom , 09/13/2019 , Crime ,8.4,95,7127,season 2 
18-Mar-22, Drôle , United States , 03/18/2022 , Drama ,7.5,,154,season 1 
18-Mar-22," Young, Famous & African ", United States , 03/18/2022 , Reality-Show ,4.8,67,971,season 1 
18-Mar-22, Alessandro Cattelan: una semplice domanda , Italy , 03/18/2022 , Talk Show ,6.6,,111,
18-Mar-22, Human Resources , United States , 03/18/2022 , Animation ,7.1,90,784,season 1 
18-Mar-22, Animal , Brazil , 11/10/2021 , Documentary ,7.9,56,828,season 2 
16-Mar-22, The Great Robbery of Brazil's Central Bank , Brazil , 03/16/2022 , Documentary ,6.4,,280,season 1 
16-Mar-22, Bad Vegan: Fame. Fraud. Fugitives. , United States , 03/16/2022 , Documentary ,5.9,88,2006,season 1 
15-Mar-22, Team Zenko Go , United States , 03/15/2022 , Animation ,7,,15,
11-Mar-22, Life After Death with Tyler Henry , United States , 03/11/2022 , Reality-Show ,6.1,,354,season 1 
11-Mar-22, Erase una vez... Pero ya no , Spain , 03/11/2022 , Comedy ,5.4,,122,
11-Mar-22, Formula 1: Drive to Survive , United Kingdom , 03/08/2019 , Documentary ,8.6,57,15677,season 4 
10-Mar-22," Love, Life & Everything in Between ", Saudi Arabia , 03/10/2022 , Comedy ,5.6,,74,season 1 
10-Mar-22, Kotaro Lives Alone , Japan , 03/10/2022 , Animation ,8.4,,265,season 1 
10-Mar-22, Karma’s World , United States , 10/15/2021 , Animation ,7.3,,21,season 2 
9-Mar-22, The Andy Warhol Diaries , United States , 03/09/2022 , Documentary ,7.7,97,15,season 1 
9-Mar-22, Byron Baes , Australia , 03/09/2022 , Reality-Show ,2.9,27,58,season 1 
9-Mar-22, Queer Eye Germany , Germany , 03/09/2022 , Reality-Show ,7.3,83,,season 1 
9-Mar-22, Interior Design Masters , United Kingdom , 01/01/2019 , Reality-Show ,6.5,40,28,season 3 
9-Mar-22, The Last Kingdom , United Kingdom , 10/10/2015 , History ,8.5,91,16595,season 5 
8-Mar-22, Last One Standing , Japan , 03/08/2022 , Comedy ,7.3,,219,season 1 
8-Mar-22, Guida astrologica per cuori infranti , Italy , 10/27/2021 , Comedy ,7.1,,774,season 2 
8-Mar-22, Chip and Potato , Canada , 10/15/2018 , Animation ,6.5,,8,season 2 
4-Mar-22, Pieces of Her , United States , 03/04/2022 , Crime ,6.3,50,11612,season 1 
4-Mar-22, Making Fun , United States , 03/04/2022 , Reality-Show ,7.1,,41,season 1 
